Event,Site,Date,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,Variant,TimeControl,ECO,Termination,FEN,SetUp,PGN,turn_1,turn_2,turn_3,turn_4,turn_5,turn_6,turn_7,turn_8,turn_1_eval,turn_2_eval,turn_3_eval,turn_4_eval,turn_5_eval,turn_6_eval,turn_7_eval,turn_8_eval
Rated Bullet game,https://lichess.org/Jm1i3Ppm,2021.05.16,cubicinfinity,Karthiklm20,0-1,2021.05.16,04:31:18,1020,1030,-46,+6,Standard,120+1,C20,Time forfeit,NA,NA,1. d3 e5 2. e4 Nc6 3. Nf3 d6 4. Nc3 Bg4 5. h3 Bxf3 6. Qxf3 Nd4 7. Qd1 Ne7 8. f4 h6 9. f5 g6 10. Nd5 gxf5 11. Nxe7 Bxe7 12. Be3 fxe4 13. dxe4 Nc6 14. Bc4 Bg5 15. O-O Bxe3+ 16. Kh2 Qg5 17. Qg4 h5 18. Qxg5 Bxg5 19. Bxf7+ Ke7 20. Bxh5 Rxh5 21. g4 Bf4+ 22. Kg2 Rh4 23. Rad1 Rah8 24. c4 Rxh3 25. Kg1 Rh1+ 26. Kg2 R8h2+ 27. Kf3 Rh3+ 28. Kg2 R1h2+ 0-1,rnbqkbnr/pppppppp/8/8/8/3P4/PPP1PPPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/pppp1ppp/8/4p3/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/pppp1ppp/8/4p3/4P3/3P4/PPP2PPP/RNBQKBNR b KQkq - 0 2,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq - 1 3,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/3P1N2/PPP2PPP/RNBQKB1R b KQkq - 2 3,r1bqkbnr/ppp2ppp/2np4/4p3/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,r1bqkbnr/ppp2ppp/2np4/4p3/4P3/2NP1N2/PPP2PPP/R1BQKB1R b KQkq - 1 4,r2qkbnr/ppp2ppp/2np4/4p3/4P1b1/2NP1N2/PPP2PPP/R1BQKB1R w KQkq - 2 5,cp 7,cp 7 lowerbound,cp -11 lowerbound,cp 9 upperbound,cp -20,cp 18,cp -23 lowerbound,cp 21 upperbound
Rated Bullet game,https://lichess.org/j0NnCK6c,2021.05.16,cubicinfinity,tolikandriuta,0-1,2021.05.16,04:25:35,1067,1119,-47,+4,Standard,120+1,A00,Normal,NA,NA,1. e3 d6 2. d4 e5 3. Nc3 Nd7 4. g3 Ngf6 5. f4 Be7 6. Nf3 Nb6 7. Ng5 Bg4 8. Be2 Bxe2 9. Qxe2 Ng8 10. Nxf7 Kxf7 11. O-O Nf6 12. b3 d5 13. Qb5 c6 14. Qa4 Nxa4 15. bxa4 Bb4 16. Rb1 Bxc3 17. Rxb7+ Kg8 18. Ba3 h6 19. fxe5 Nd7 20. e6 Nf6 21. Be7 Qe8 22. h4 Kh7 23. g4 Nxg4 24. Rf8 Rxf8 25. Bxf8 Qxe6 26. Rxg7+ Kh8 27. Rxg4 Qxg4+ 28. Kh2 Rxf8 29. Kh1 Rg8 30. Kh2 Qg2# 0-1,rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/ppp1pppp/3p4/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/ppp1pppp/3p4/8/3P4/4P3/PPP2PPP/RNBQKBNR b KQkq - 0 2,rnbqkbnr/ppp2ppp/3p4/4p3/3P4/4P3/PPP2PPP/RNBQKBNR w KQkq - 0 3,rnbqkbnr/ppp2ppp/3p4/4p3/3P4/2N1P3/PPP2PPP/R1BQKBNR b KQkq - 1 3,r1bqkbnr/pppn1ppp/3p4/4p3/3P4/2N1P3/PPP2PPP/R1BQKBNR w KQkq - 2 4,r1bqkbnr/pppn1ppp/3p4/4p3/3P4/2N1P1P1/PPP2P1P/R1BQKBNR b KQkq - 0 4,r1bqkb1r/pppn1ppp/3p1n2/4p3/3P4/2N1P1P1/PPP2P1P/R1BQKBNR w KQkq - 1 5,cp -25 lowerbound,cp 12 upperbound,cp -24 lowerbound,cp 32 lowerbound,cp -29,cp 11,cp -7 upperbound,cp 8 upperbound
Rated Bullet game,https://lichess.org/xvgBbwfu,2021.05.09,baxsali,cubicinfinity,0-1,2021.05.09,20:57:44,1027,995,-5,+72,Standard,60+0,D00,Time forfeit,NA,NA,1. d4 d5 2. Bf4 f5 3. Nc3 e6 4. Nb5 c6 5. Nc7+ Kd7 6. Nxa8 Bd6 7. Qd2 Nf6 8. Nh3 Ne4 9. Qe3 Qa5+ 10. c3 b5 11. Bxd6 Kxd6 12. Qf4+ Kd7 13. Qe3 Rf8 14. Nf4 e5 15. Ne6 Kxe6 16. dxe5 Bb7 17. f3 Bxa8 18. fxe4 dxe4 0-1,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/ppp1pppp/8/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq - 1 2,rnbqkbnr/ppp1p1pp/8/3p1p2/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq - 0 3,rnbqkbnr/ppp1p1pp/8/3p1p2/3P1B2/2N5/PPP1PPPP/R2QKBNR b KQkq - 1 3,rnbqkbnr/ppp3pp/4p3/3p1p2/3P1B2/2N5/PPP1PPPP/R2QKBNR w KQkq - 0 4,rnbqkbnr/ppp3pp/4p3/1N1p1p2/3P1B2/8/PPP1PPPP/R2QKBNR b KQkq - 1 4,rnbqkbnr/pp4pp/2p1p3/1N1p1p2/3P1B2/8/PPP1PPPP/R2QKBNR w KQkq - 0 5,cp 8 upperbound,cp -4,cp -4 upperbound,cp 3 upperbound,cp -30,cp 32,cp -29 upperbound,cp 23 lowerbound
Rated Blitz game,https://lichess.org/agJra1Gk,2021.05.09,Gammazeth,cubicinfinity,1-0,2021.05.09,20:51:16,934,1049,+7,-116,Standard,180+0,D00,Normal,NA,NA,1. d4 d5 2. Nc3 Nc6 3. Bf4 Bf5 4. Nb5 e5 5. dxe5 Bb4+ 6. c3 Bc5 7. e6 fxe6 8. Nxc7+ Kd7 9. Nxa8 Qxa8 10. e3 Nf6 11. Bd3 g5 12. Bxf5 exf5 13. Bxg5 Ne4 14. Qxd5+ Bd6 15. Qxf5+ Kc7 16. Qxe4 Qe8 17. Qxe8 Rxe8 18. O-O-O Ne5 19. f4 Nd3+ 20. Rxd3 b5 21. b4 a6 22. Nf3 h5 23. h4 Kc6 24. Nd4+ Kd7 25. Nf5 Re4 26. Rxd6+ Kc7 27. Bd8+ Kb7 28. Rb6+ Kc8 29. Nd6+ Kd7 30. Nxe4 Kxd8 31. Rd1+ Ke8 32. Re6+ Kf7 33. Ng5+ Kf8 34. Rd8+ Kg7 35. f5 a5 36. Rd7+ Kf8 37. Nh7+ Kg8 38. Re8# 1-0,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/ppp1pppp/8/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR b KQkq - 1 2,r1bqkbnr/ppp1pppp/2n5/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq - 2 3,r1bqkbnr/ppp1pppp/2n5/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR b KQkq - 3 3,r2qkbnr/ppp1pppp/2n5/3p1b2/3P1B2/2N5/PPP1PPPP/R2QKBNR w KQkq - 4 4,r2qkbnr/ppp1pppp/2n5/1N1p1b2/3P1B2/8/PPP1PPPP/R2QKBNR b KQkq - 5 4,r2qkbnr/ppp2ppp/2n5/1N1ppb2/3P1B2/8/PPP1PPPP/R2QKBNR w KQkq - 0 5,cp -26,cp 33 upperbound,cp -30,cp -34,cp 31 lowerbound,cp -28 upperbound,cp 38 lowerbound,cp -40
Casual Correspondence game,https://lichess.org/qtK6NGjh,2021.04.30,lichess AI level 3,cubicinfinity,1-0,2021.04.30,14:15:31,?,1785,NA,NA,Standard,-,A06,Normal,NA,NA,1. d3 d5 2. Nf3 e6 3. a3 Nc6 4. b4 b5 5. h4 f5 6. g3 g6 7. Nc3 Bg7 8. Bb2 Nd4 9. a4 c6 10. Nxd4 Bxd4 11. axb5 Qb6 12. e3 Bf6 13. h5 1-0,rnbqkbnr/pppppppp/8/8/8/3P4/PPP1PPPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/ppp1pppp/8/3p4/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/ppp1pppp/8/3p4/8/3P1N2/PPP1PPPP/RNBQKB1R b KQkq - 1 2,rnbqkbnr/ppp2ppp/4p3/3p4/8/3P1N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,rnbqkbnr/ppp2ppp/4p3/3p4/8/P2P1N2/1PP1PPPP/RNBQKB1R b KQkq - 0 3,r1bqkbnr/ppp2ppp/2n1p3/3p4/8/P2P1N2/1PP1PPPP/RNBQKB1R w KQkq - 1 4,r1bqkbnr/ppp2ppp/2n1p3/3p4/1P6/P2P1N2/2P1PPPP/RNBQKB1R b KQkq - 0 4,r1bqkbnr/p1p2ppp/2n1p3/1p1p4/1P6/P2P1N2/2P1PPPP/RNBQKB1R w KQkq - 0 5,cp 29 upperbound,cp -29 upperbound,cp 34 lowerbound,cp -37 lowerbound,cp 0,cp 2 upperbound,cp -8 lowerbound,cp 13 upperbound
Casual Correspondence game,https://lichess.org/MZtN1Wsz,2021.03.30,cubicinfinity,lichess AI level 4,1/2-1/2,2021.03.30,20:32:31,1785,?,NA,NA,Standard,-,A00,Normal,NA,NA,1. c3 Nc6 2. d4 Nb8 3. Nd2 e6 4. e4 Ne7 5. f4 h5 6. Be2 Ng6 7. Ngf3 Ne7 8. O-O g6 9. e5 Nbc6 10. Nc4 b5 11. Na3 Nd5 12. Bxb5 Bxa3 13. Bxc6 Rb8 14. Bxd5 exd5 15. bxa3 Bb7 16. g3 c6 17. Nh4 Ba6 18. Re1 Qa5 19. Bd2 Qxa3 20. Qc1 Qxc1 21. Bxc1 Bd3 22. Ba3 Rb5 23. Rad1 Bc4 24. Rb1 Bxa2 25. Rxb5 cxb5 26. Ra1 Bc4 27. Bc5 b4 28. Bxa7 Kf8 29. Bc5+ Kg7 30. cxb4 Rb8 31. Rb1 f6 32. f5 gxf5 33. Nxf5+ Kg6 34. Ne7+ Kf7 35. exf6 Bd3 36. Rb3 Bb5 37. Nxd5 Bc4 38. Bd6 Bxb3 39. Bxb8 Bxd5 40. b5 Ke8 41. Bc7 Kf8 42. b6 Be4 43. b7 Bxb7 44. h3 Kf7 45. g4 h4 46. g5 Bc6 47. Ba5 d5 48. Be1 Bb5 49. Bxh4 Bd7 50. Bg3 Bxh3 51. Kh2 Bd7 52. Be5 Kg6 53. Kg3 Ba4 54. Kf4 Bc2 55. Ke3 Bf5 56. Kd2 Bc8 57. Kc3 Bg4 58. Kb4 Bf5 59. Kc5 Be4 60. Kd6 Kf7 61. g6+ Kg8 62. Ke7 Bxg6 63. Bf4 Bh5 64. Bh6 Bg6 65. Bg7 Bf7 66. Kd6 Kh7 67. Ke7 Kg8 68. Kd7 Bh5 69. Kc6 Bf7 70. Kd6 Kh7 71. Ke5 Be8 72. Kxd5 Bf7+ 73. Kd6 Kg6 74. d5 Kg5 75. Kc5 Be8 76. d6 Kf4 77. Kb6 Kf5 78. Kc7 Ke6 79. f7 Kxf7 80. d7 Bxd7 81. Kxd7 1/2-1/2,rnbqkbnr/pppppppp/8/8/8/2P5/PP1PPPPP/RNBQKBNR b KQkq - 0 1,r1bqkbnr/pppppppp/2n5/8/8/2P5/PP1PPPPP/RNBQKBNR w KQkq - 1 2,r1bqkbnr/pppppppp/2n5/8/3P4/2P5/PP2PPPP/RNBQKBNR b KQkq - 0 2,rnbqkbnr/pppppppp/8/8/3P4/2P5/PP2PPPP/RNBQKBNR w KQkq - 1 3,rnbqkbnr/pppppppp/8/8/3P4/2P5/PP1NPPPP/R1BQKBNR b KQkq - 2 3,rnbqkbnr/pppp1ppp/4p3/8/3P4/2P5/PP1NPPPP/R1BQKBNR w KQkq - 0 4,rnbqkbnr/pppp1ppp/4p3/8/3PP3/2P5/PP1N1PPP/R1BQKBNR b KQkq - 0 4,rnbqkb1r/ppppnppp/4p3/8/3PP3/2P5/PP1N1PPP/R1BQKBNR w KQkq - 1 5,cp 3,cp -13 upperbound,cp 10 lowerbound,cp -3 lowerbound,cp 15 upperbound,cp -8,cp -91 upperbound,cp 94 upperbound
Casual Correspondence game,https://lichess.org/ytDHoWi0,2021.03.11,lichess AI level 4,cubicinfinity,0-1,2021.03.11,17:16:53,?,1785,NA,NA,Standard,-,D00,Normal,NA,NA,1. d4 d5 2. Nc3 e6 3. Qd2 c6 4. e4 Nf6 5. e5 Ne4 6. Qd1 Qa5 7. Qd3 Bb4 8. Bd2 b6 9. a3 Ba6 10. Qe3 Bxc3 11. Bxc3 Nxc3 12. bxc3 Bxf1 13. Kxf1 c5 14. h4 Nc6 15. Ne2 O-O 16. f4 f5 17. exf6 Rxf6 18. h5 e5 19. dxe5 Re6 20. Qh3 Rae8 21. Qd3 c4 22. Qh3 b5 23. Rd1 Qxa3 24. Qe3 b4 25. Qc5 Qa5 26. Qxa5 Nxa5 27. cxb4 Nb7 28. Nd4 Rb6 29. Rb1 a5 30. h6 Rxh6 31. Rxh6 gxh6 32. b5 Nc5 33. b6 Rb8 34. Nc6 Rc8 35. Na7 Ra8 36. b7 Nxb7 37. Nc6 Nd8 38. Nd4 a4 39. Ke2 a3 40. Ra1 a2 41. g4 Kg7 42. f5 Nf7 43. e6 Nd6 44. Ke3 Kf6 45. c3 Kg5 46. Nf3+ Kxg4 47. f6 Kf5 48. f7 Kxe6 49. Rxa2 Rf8 50. Nd4+ Kf6 51. Ra5 Ke5 52. Nf3+ Ke6 53. Ra7 Rxf7 54. Ra6 Rb7 55. Ke2 h5 56. Kf2 h6 57. Ke3 Ke7 58. Ra5 Nb5 59. Kd2 Kd6 60. Ra8 Kc5 61. Ra5 Ra7 62. Rxa7 Nxa7 63. Ne5 h4 64. Ke1 Nb5 65. Kf1 Nxc3 66. Nf3 h3 67. Kg1 Ne4 68. Ne5 c3 69. Kh1 Ng5 70. Nd3+ Kc4 71. Nf4 d4 72. Kh2 c2 73. Ne2 Kd3 74. Nc1+ Kd2 75. Na2 d3 76. Nc1 Kxc1 77. Kg1 d2 78. Kf2 h2 79. Kg2 Nf3 80. Kxf3 h1=Q+ 81. Ke3 d1=Q 82. Kf4 Kb1 83. Ke5 c1=Q 84. Kf5 h5 85. Ke5 h4 86. Kf6 Qhg1 87. Ke7 h3 88. Kf8 h2 89. Kf7 h1=Q 90. Ke6 Qgf1 91. Ke5 Qhf3 92. Ke6 Qf1e2# 0-1,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/ppp1pppp/8/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR b KQkq - 1 2,rnbqkbnr/ppp2ppp/4p3/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq - 0 3,rnbqkbnr/ppp2ppp/4p3/3p4/3P4/2N5/PPPQPPPP/R1B1KBNR b KQkq - 1 3,rnbqkbnr/pp3ppp/2p1p3/3p4/3P4/2N5/PPPQPPPP/R1B1KBNR w KQkq - 0 4,rnbqkbnr/pp3ppp/2p1p3/3p4/3PP3/2N5/PPPQ1PPP/R1B1KBNR b KQkq - 0 4,rnbqkb1r/pp3ppp/2p1pn2/3p4/3PP3/2N5/PPPQ1PPP/R1B1KBNR w KQkq - 1 5,cp 91 upperbound,cp -91 lowerbound,cp 85 upperbound,cp -89 lowerbound,cp -58,cp 51 upperbound,cp -63 upperbound,cp 55 upperbound
Casual Correspondence game,https://lichess.org/u0VsFfpE,2021.03.11,cubicinfinity,lichess AI level 4,0-1,2021.03.11,17:15:38,1785,?,NA,NA,Standard,-,B01,Normal,NA,NA,1. e4 d5 2. Nc3 d4 3. Nb5 a6 0-1,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/ppp1pppp/8/3p4/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2,rnbqkbnr/ppp1pppp/8/8/3pP3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,rnbqkbnr/ppp1pppp/8/1N6/3pP3/8/PPPP1PPP/R1BQKBNR b KQkq - 1 3,rnbqkbnr/1pp1pppp/p7/1N6/3pP3/8/PPPP1PPP/R1BQKBNR w KQkq - 0 4,,,cp 54 upperbound,cp -54,cp 55 upperbound,cp 52,cp -45 upperbound,cp 53 lowerbound,,
Casual Correspondence game,https://lichess.org/W8H9Izdf,2021.03.08,cubicinfinity,lichess AI level 4,0-1,2021.03.08,22:47:19,1785,?,NA,NA,Standard,-,B00,Normal,NA,NA,1. d4 Nc6 2. e4 e5 3. dxe5 Qh4 4. Nc3 Qd8 5. Nf3 d6 6. Bg5 f6 7. exf6 gxf6 8. Bh4 h5 9. Nd5 Rh7 10. Bxf6 Nxf6 11. Nxf6+ Qxf6 12. e5 Qf4 13. Qd2 Qe4+ 14. Be2 d5 15. O-O-O Bh6 16. Ng5 Qxg2 17. Bf3 Qxg5 18. Qxg5 Bxg5+ 19. Kb1 Nxe5 20. Rxd5 Nxf3 21. Rxg5 Kf7 22. Rf5+ Bxf5 0-1,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,r1bqkbnr/pppppppp/2n5/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,r1bqkbnr/pppppppp/2n5/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,r1bqkbnr/pppp1ppp/2n5/4p3/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,r1bqkbnr/pppp1ppp/2n5/4P3/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,r1b1kbnr/pppp1ppp/2n5/4P3/4P2q/8/PPP2PPP/RNBQKBNR w KQkq - 1 4,r1b1kbnr/pppp1ppp/2n5/4P3/4P2q/2N5/PPP2PPP/R1BQKBNR b KQkq - 2 4,r1bqkbnr/pppp1ppp/2n5/4P3/4P3/2N5/PPP2PPP/R1BQKBNR w KQkq - 3 5,cp -45 upperbound,cp -50,cp 43 lowerbound,cp 426,cp -420,cp 427,cp 122,cp -124
Casual Racing Kings game,https://lichess.org/Tt9oCM5q,2020.11.27,lichess AI level 3,cubicinfinity,1-0,2020.11.27,06:24:37,?,1500,NA,NA,Racing Kings,-,?,Normal,8/8/8/8/8/8/krbnNBRK/qrbnNBRQ w - - 0 1,1,1. Bd4 Ka3 2. Nxc1 Rxc1 3. Kh3 Be4 4. Kh4 Bxg2 5. Nxg2 Ka4 6. Bd3 Rb4 7. Kg4 Qc3 8. Qh7 Ka5 9. Re1 Qc6 10. Re6 Rb7 11. Qg8 Qb6 12. Bg7 Nc4 13. Bxc4 Nc3 14. Nf4 Nb5 15. Kg5 Ka6 16. Kg6 Ka7 17. Rxb6 Rb8 18. Rxb8 Rh1 19. Kf7 Rh8 20. Rf8 Nc7 21. Bxh8 Ne8 22. Rxe8 Kb7 23. Kf8# 1-0,8/8/8/8/3B4/8/krbnN1RK/qrbnNBRQ b - - 1 1,8/8/8/8/3B4/k7/1rbnN1RK/qrbnNBRQ w - - 2 2,8/8/8/8/3B4/k7/1rbn2RK/qrNnNBRQ b - - 0 2,8/8/8/8/3B4/k7/1rbn2RK/q1rnNBRQ w - - 0 3,8/8/8/8/3B4/k6K/1rbn2R1/q1rnNBRQ b - - 1 3,8/8/8/8/3Bb3/k6K/1r1n2R1/q1rnNBRQ w - - 2 4,8/8/8/8/3Bb2K/k7/1r1n2R1/q1rnNBRQ b - - 3 4,8/8/8/8/3B3K/k7/1r1n2b1/q1rnNBRQ w - - 0 5,,,,,,,,
Casual Racing Kings game,https://lichess.org/jSOJnm4A,2020.11.27,cubicinfinity,lichess AI level 3,0-1,2020.11.27,06:18:12,1500,?,NA,NA,Racing Kings,-,?,Normal,8/8/8/8/8/8/krbnNBRK/qrbnNBRQ w - - 0 1,1,1. Bd4 Bf5 2. Bxb2 Rxb2 3. Ng3 Be6 4. Re2 Nc4 5. Qe4 Bc8 6. Nf5 Nc3 7. Kh3 Rxe2 8. Bxe2 Nxe2 9. Rg4 Kb3 10. Kh4 Qa7 11. Kh5 Bd2 12. Rg7 Bxf5 13. Qxf5 Qxg7 14. Qg6 Qe7 15. Nf3 Nc3 16. Ng5 Ka4 17. Kh6 Kb5 18. Qg7 Qe8 19. Kh7 Ka6 20. Qg8 Qe5 21. Qg7 Qe8 22. Nf7 Ka7 23. Qg2 Kb8# 0-1,8/8/8/8/3B4/8/krbnN1RK/qrbnNBRQ b - - 1 1,8/8/8/5b2/3B4/8/kr1nN1RK/qrbnNBRQ w - - 2 2,8/8/8/5b2/8/8/kB1nN1RK/qrbnNBRQ b - - 0 2,8/8/8/5b2/8/8/kr1nN1RK/q1bnNBRQ w - - 0 3,8/8/8/5b2/8/6N1/kr1n2RK/q1bnNBRQ b - - 1 3,8/8/4b3/8/8/6N1/kr1n2RK/q1bnNBRQ w - - 2 4,8/8/4b3/8/8/6N1/kr1nR2K/q1bnNBRQ b - - 3 4,8/8/4b3/8/2n5/6N1/kr2R2K/q1bnNBRQ w - - 4 5,,,,,,,,
Casual Racing Kings game,https://lichess.org/gjacJNHy,2020.11.27,lichess AI level 3,cubicinfinity,1-0,2020.11.27,06:13:43,?,1500,NA,NA,Racing Kings,-,?,Normal,8/8/8/8/8/8/krbnNBRK/qrbnNBRQ w - - 0 1,1,1. Nxc2 Nxf2 2. Rxf2 Rxc2 3. Kh3 Ka3 4. Rf4 Qe5 5. Rf5 Nc4 6. Kg4 Ka4 7. Rxe5 Rxe2 8. Bxe2 Rb2 9. Rxc1 Rd2 10. Qh7 Nd6 11. Kh5 Rd5 12. Rxd5 1-0,8/8/8/8/8/8/krNnNBRK/qrbn1BRQ b - - 0 1,8/8/8/8/8/8/krNnNnRK/qrb2BRQ w - - 0 2,8/8/8/8/8/8/krNnNR1K/qrb2BRQ b - - 0 2,8/8/8/8/8/8/k1rnNR1K/qrb2BRQ w - - 0 3,8/8/8/8/8/7K/k1rnNR2/qrb2BRQ b - - 1 3,8/8/8/8/8/k6K/2rnNR2/qrb2BRQ w - - 2 4,8/8/8/8/5R2/k6K/2rnN3/qrb2BRQ b - - 3 4,8/8/8/4q3/5R2/k6K/2rnN3/1rb2BRQ w - - 4 5,,,,,,,,
Casual Racing Kings game,https://lichess.org/GMfQwbV0,2020.11.27,cubicinfinity,lichess AI level 1,1-0,2020.11.27,06:10:41,1500,?,NA,NA,Racing Kings,-,?,Normal,8/8/8/8/8/8/krbnNBRK/qrbnNBRQ w - - 0 1,1,1. Bd4 Ba4 2. Rg3 Bb3 3. Kh3 Nc3 4. Rxc3 Nc4 5. Kh4 Bh6 6. Kh5 Bg7 7. Qd5 Bxd4 8. Kh6 Rc2 9. Kh7 Ne3 10. Kg8# 1-0,8/8/8/8/3B4/8/krbnN1RK/qrbnNBRQ b - - 1 1,8/8/8/8/b2B4/8/kr1nN1RK/qrbnNBRQ w - - 2 2,8/8/8/8/b2B4/6R1/kr1nN2K/qrbnNBRQ b - - 3 2,8/8/8/8/3B4/1b4R1/kr1nN2K/qrbnNBRQ w - - 4 3,8/8/8/8/3B4/1b4RK/kr1nN3/qrbnNBRQ b - - 5 3,8/8/8/8/3B4/1bn3RK/kr1nN3/qrb1NBRQ w - - 6 4,8/8/8/8/3B4/1bR4K/kr1nN3/qrb1NBRQ b - - 0 4,8/8/8/8/2nB4/1bR4K/kr2N3/qrb1NBRQ w - - 1 5,,,,,,,,
Casual Atomic game,https://lichess.org/B0KIIMtS,2020.11.27,lichess AI level 2,cubicinfinity,0-1,2020.11.27,06:09:23,?,1500,NA,NA,Atomic,-,?,Normal,NA,NA,1. d4 d5 2. Bf4 Bg4 3. b3 Bxe2# 0-1,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/ppp1pppp/8/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq - 1 2,rn1qkbnr/ppp1pppp/8/3p4/3P1Bb1/8/PPP1PPPP/RN1QKBNR w KQkq - 2 3,rn1qkbnr/ppp1pppp/8/3p4/3P1Bb1/1P6/P1P1PPPP/RN1QKBNR b KQkq - 0 3,rn1qkbnr/ppp1pppp/8/3p4/3P1B2/1P6/P1P1bPPP/RN1QKBNR w KQkq - 0 4,,,,,,,,,,
Casual Atomic game,https://lichess.org/wQN2fSIK,2020.11.27,lichess AI level 1,cubicinfinity,0-1,2020.11.27,06:08:46,?,1500,NA,NA,Atomic,-,?,Normal,NA,NA,1. d4 d5 2. Bf4 Bg4 3. b3 Bxe2# 0-1,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/ppp1pppp/8/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq - 1 2,rn1qkbnr/ppp1pppp/8/3p4/3P1Bb1/8/PPP1PPPP/RN1QKBNR w KQkq - 2 3,rn1qkbnr/ppp1pppp/8/3p4/3P1Bb1/1P6/P1P1PPPP/RN1QKBNR b KQkq - 0 3,rn1qkbnr/ppp1pppp/8/3p4/3P1B2/1P6/P1P1bPPP/RN1QKBNR w KQkq - 0 4,,,,,,,,,,
Casual Atomic game,https://lichess.org/AAzg2fG9,2020.11.27,cubicinfinity,lichess AI level 1,1-0,2020.11.27,06:07:40,1500,?,NA,NA,Atomic,-,?,Normal,NA,NA,1. e4 d5 2. c4 Nf6 3. Qa4+ Nbd7 4. Qxd7# 1-0,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/ppp1pppp/8/3p4/2P1P3/8/PP1P1PPP/RNBQKBNR b KQkq - 0 2,rnbqkb1r/ppp1pppp/5n2/3p4/2P1P3/8/PP1P1PPP/RNBQKBNR w KQkq - 1 3,rnbqkb1r/ppp1pppp/5n2/3p4/Q1P1P3/8/PP1P1PPP/RNB1KBNR b KQkq - 2 3,r1bqkb1r/pppnpppp/5n2/3p4/Q1P1P3/8/PP1P1PPP/RNB1KBNR w KQkq - 3 4,r1bqkb1r/pppQpppp/5n2/3p4/2P1P3/8/PP1P1PPP/RNB1KBNR b KQkq - 0 4,,,,,,,,,
